NestID,Year,Species,Pasture,Patch,Patchsize_ha,Pasture_Patch_Year,PatchID,Treatment,Grazed,Sprayed,TSF,TSF_2,visitID,Visit#,Trials,Initiation,InitiationJulian,Date,JulianDate,JulDate_2,JulDate_3,ExpDays,Survive,Stage,HostEggs,HostChicks,ParasiteEggs,ParasiteChicks,#Chicks,ParasiteEggs?,ParasiteChicks?,Parasitised,NestSubstrate,SubstrateType,SubstrateGeneral,Conceal_above,Conceal_sides,Conceal_all,Substrate_ht,Substrate_wd,NestHt_rim,NestHt_bottom,CSG,FEAR,WSG,SDV,Forb,Legume,Bare,Wood,LitCov,MaxHt,#Shrubs,#PNShrubs,#PNClumps,#PNForbs,#PNSites,AvgLitDep,StDevLitDep,AvgRobel,StDevRobel,Patch%Herb,Patch%Imperv,Patch%Crop,Patch%Trees,Patch%Water,Pasture%Herb,Pasture%Imperv,Pasture%Crop,Pasture%Trees,Pasture%Water,Nest1000m_Herb,Nest1000m_Crop,Nest1000m_Trees,Nest1000m_TreesCrop,Nest500m_Herb,Nest500m_Crop,Nest500m_Trees,Nest500m_TreesCrop,Nest250m_Herb,Nest250m_Crop,Nest250m_Trees,Nest250m_CropTrees,TREE_DIST,TREE_DIST_2,CROP_DIST,CROP_DIST_2,ROAD_DIST,ROAD_DIST_2,1000m_treeedge,1000m_cropedge,1000m_roadedge,500m_treeedge,500m_cropedge,500m_roadedge,250m_treeedge,250m_cropedge,250_roadedge
LTR DICK 10 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5635,11,1,7/15/15,196,8/5/15,217,47089,10218313,1,1,Nestling,0,3,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,95,89,84,80,23.5,13,48,3.8,3.8,12,76.4,4.4,45.8,14,50.8,12,65,5,0,1,6,0.6,1.487447478,10.45,3.546310165,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.52272747,4.433081057,36.9759237,41.40900476,76.34854293,0.455552249,22.0298779,22.48543015,82.22053433,0,3.990609382,3.990609382,77.745482,6044.359971,396.035516,156844.1299,321.938712,103644.5343,95.668,15.94825,14.83195,97.01975,3.34365,19.30577,83.41391,0,0
LTR DICK 10 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7220,12,1,7/15/15,196,8/6/15,218,47524,10360232,1,1,Nestling,0,3,0,0,0,0,0,0,Buckbrush,Woody,Woody,65,95,89,84,80,23.5,13,48,3.8,3.8,12,76.4,4.4,45.8,14,50.8,12,65,5,0,1,6,0.6,1.487447478,10.45,3.546310165,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,57.52272747,4.433081057,36.9759237,41.40900476,76.34854293,0.455552249,22.0298779,22.48543015,82.22053433,0,3.990609382,3.990609382,77.745482,6044.359971,396.035516,156844.1299,321.938712,103644.5343,95.668,15.94825,14.83195,97.01975,3.34365,19.30577,83.41391,0,0
LTR DICK 11 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5638,1,1,7/5/15,186,7/16/15,197,38809,7645373,1,1,Incubation,4,0,1,0,1,1,0,1,Buckbrush,Woody,Woody,15,98.75,82,38.5,29.5,11.5,4.5,10.2,0,67.2,10.8,33.6,19.6,29.2,7.6,67.2,12.4,134,6,0,0,6,0.133333333,0.399404318,3.6,1.429022485,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.35565024,4.220614409,40.1824104,44.40302481,73.21822575,4.142946076,21.2763774,25.41932348,91.88339337,0,0.88958032,0.88958032,55.909227,3125.841664,337.029035,113588.5704,307.545442,94584.19889,91.06401,14.87397,13.93885,76.23984,9.55592,19.9167,69.0046,0,0
LTR DICK 11 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5639,2,1,7/5/15,186,7/19/15,200,40000,8000000,3,1,Incubation,4,0,1,0,1,1,0,1,Buckbrush,Woody,Woody,15,98.75,82,38.5,29.5,11.5,4.5,10.2,0,67.2,10.8,33.6,19.6,29.2,7.6,67.2,12.4,134,6,0,0,6,0.133333333,0.399404318,3.6,1.429022485,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.35565024,4.220614409,40.1824104,44.40302481,73.21822575,4.142946076,21.2763774,25.41932348,91.88339337,0,0.88958032,0.88958032,55.909227,3125.841664,337.029035,113588.5704,307.545442,94584.19889,91.06401,14.87397,13.93885,76.23984,9.55592,19.9167,69.0046,0,0
LTR DICK 11 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5640,3,1,7/5/15,186,7/21/15,202,40804,8242408,2,1,Incubation,4,0,1,0,1,1,0,1,Buckbrush,Woody,Woody,15,98.75,82,38.5,29.5,11.5,4.5,10.2,0,67.2,10.8,33.6,19.6,29.2,7.6,67.2,12.4,134,6,0,0,6,0.133333333,0.399404318,3.6,1.429022485,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.35565024,4.220614409,40.1824104,44.40302481,73.21822575,4.142946076,21.2763774,25.41932348,91.88339337,0,0.88958032,0.88958032,55.909227,3125.841664,337.029035,113588.5704,307.545442,94584.19889,91.06401,14.87397,13.93885,76.23984,9.55592,19.9167,69.0046,0,0
LTR DICK 11 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7221,4,1,7/5/15,186,7/24/15,205,42025,8615125,3,0,Incubation,4,0,1,0,1,1,0,1,Buckbrush,Woody,Woody,15,98.75,82,38.5,29.5,11.5,4.5,10.2,0,67.2,10.8,33.6,19.6,29.2,7.6,67.2,12.4,134,6,0,0,6,0.133333333,0.399404318,3.6,1.429022485,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.35565024,4.220614409,40.1824104,44.40302481,73.21822575,4.142946076,21.2763774,25.41932348,91.88339337,0,0.88958032,0.88958032,55.909227,3125.841664,337.029035,113588.5704,307.545442,94584.19889,91.06401,14.87397,13.93885,76.23984,9.55592,19.9167,69.0046,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5642,1,1,7/10/15,191,7/18/15,199,39601,7880599,3,1,Laying,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5643,2,1,7/10/15,191,7/21/15,202,40804,8242408,3,1,Incubation,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5644,3,1,7/10/15,191,7/24/15,205,42025,8615125,3,1,Incubation,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5645,4,1,7/10/15,191,7/26/15,207,42849,8869743,2,1,Incubation,3,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5646,5,1,7/10/15,191,7/29/15,210,44100,9261000,3,1,Nestling,1,1,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5647,6,1,7/10/15,191,7/30/15,211,44521,9393931,1,1,Nestling,1,1,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5649,8,1,7/10/15,191,8/1/15,213,45369,9663597,2,1,Nestling,1,1,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 12 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7222,9,1,7/10/15,191,8/2/15,214,45796,9800344,1,1,Nestling,0,1,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,97.5,88,69,47,34,28,62.6,7.6,12.8,17.8,34.2,3.8,24.6,20.8,71.6,12,249,19,2,1,22,1.8,2.706143804,6.55,3.619755735,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,54.8208586,4.105505541,39.81436699,43.91987253,73.90858373,3.917853474,20.83853228,24.75638576,89.84471418,0,2.356826825,2.356826825,71.423462,5101.310924,336.673949,113349.3479,324.761929,105470.3105,91.2807,14.61119,13.96099,78.13764,8.91847,19.18259,71.99211,0,0
LTR DICK 13 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5651,1,1,7/9/15,190,7/16/15,197,38809,7645373,1,1,Incubation,3,0,1,0,1,1,0,1,Rose,Woody,Woody,80,62.5,66,102,186,37,26,88.6,64.6,0.6,51,29.8,3.8,71.8,14.6,29.8,11.2,73,6,3,0,9,0.166666667,0.243975018,3.2,1.151657844,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.7104322,6.197045572,42.96348779,49.16053336,68.62685662,2.386049178,27.51013359,29.89618276,80.13752944,1.312478883,3.785585236,5.098064119,6.318527,39.92378345,162.106319,26278.45866,84.708029,7175.450177,89.97838,21.03526,15.8311,61.548,14.46875,25.0578,74.35294,9.80515,47.54856
LTR DICK 13 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5652,2,1,7/9/15,190,7/19/15,200,40000,8000000,3,1,Incubation,3,0,1,0,1,1,0,1,Rose,Woody,Woody,80,62.5,66,102,186,37,26,88.6,64.6,0.6,51,29.8,3.8,71.8,14.6,29.8,11.2,73,6,3,0,9,0.166666667,0.243975018,3.2,1.151657844,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.7104322,6.197045572,42.96348779,49.16053336,68.62685662,2.386049178,27.51013359,29.89618276,80.13752944,1.312478883,3.785585236,5.098064119,6.318527,39.92378345,162.106319,26278.45866,84.708029,7175.450177,89.97838,21.03526,15.8311,61.548,14.46875,25.0578,74.35294,9.80515,47.54856
LTR DICK 13 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5653,3,1,7/9/15,190,7/22/15,203,41209,8365427,3,1,Incubation,3,0,1,0,1,1,0,1,Rose,Woody,Woody,80,62.5,66,102,186,37,26,88.6,64.6,0.6,51,29.8,3.8,71.8,14.6,29.8,11.2,73,6,3,0,9,0.166666667,0.243975018,3.2,1.151657844,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.7104322,6.197045572,42.96348779,49.16053336,68.62685662,2.386049178,27.51013359,29.89618276,80.13752944,1.312478883,3.785585236,5.098064119,6.318527,39.92378345,162.106319,26278.45866,84.708029,7175.450177,89.97838,21.03526,15.8311,61.548,14.46875,25.0578,74.35294,9.80515,47.54856
LTR DICK 13 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,7223,4,1,7/9/15,190,7/25/15,206,42436,8741816,3,0,Incubation,3,0,1,0,1,1,0,1,Rose,Woody,Woody,80,62.5,66,102,186,37,26,88.6,64.6,0.6,51,29.8,3.8,71.8,14.6,29.8,11.2,73,6,3,0,9,0.166666667,0.243975018,3.2,1.151657844,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,49.7104322,6.197045572,42.96348779,49.16053336,68.62685662,2.386049178,27.51013359,29.89618276,80.13752944,1.312478883,3.785585236,5.098064119,6.318527,39.92378345,162.106319,26278.45866,84.708029,7175.450177,89.97838,21.03526,15.8311,61.548,14.46875,25.0578,74.35294,9.80515,47.54856
LTR DICK 14 15,2015,DICK,LTR,C,131.64,LTR_C_2015,2015.LTR.C,SprayGrazeBurn,Yes,Yes,0,0,5655,1,1,7/9/15,190,7/25/15,206,42436,8741816,3,1,Incubation,5,0,0,0,0,0,0,0,Buckbrush,Woody,Woody,50,100,90,53.5,47.5,13,7,29.2,1.8,11.6,2.4,57.6,27.2,72.2,3.8,13.4,10,39,8,0,8,16,0,0,7.95,2.981963324,0.511669301,0.007374034,0.072732915,0.403506704,0.004717047,0.518682123,0.007048038,0.08476015,0.383714146,0.005795542,52.23843003,5.410780499,41.19734526,46.60812576,71.09184777,2.150026385,25.40868416,27.55871054,87.12447123,0.920325762,0.929340523,1.849666285,55.566778,3087.666817,201.377267,40552.80366,127.924104,16364.57638,92.87481,19.28569,16.36844,69.20246,12.10986,24.56401,89.70545,7.31273,43.20036
