Year,Pasture_Patch,Pasture_Patch_Year,Pasture_Patch_Year_Transect,Robel.N,Robel.E,Robel.S,Robel.W,Litter,Litter_2,Litter_3,Litter_depth,Bare,WSG,Fescue,Sedges,CSG,CSG_FEAR,Forbs,Legumes,Woody,Violets,Panic,Seed_cover,Seed_mix,SDV,TALLEST,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,8,63,0,0,0,16,63,0,98,3,0,86,16,16,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,7,38,0,0,0,16,38,0,0,0,0,86,0,3,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,10,9,8,10,86,0,0,0,3,16,0,98,3,0,98,0,3,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,9,9,8,8,86,0,0,0,3,86,0,0,0,0,63,0,3,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,9,8,63,0,0,0,38,63,0,0,3,0,86,3,3,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,10,13,10,8,38,0,0,0,16,63,0,98,1,0,86,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,7,63,0,0,0,3,38,0,98,3,0,86,16,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,10,9,8,9,38,0,0,0,3,63,0,98,16,0,86,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,6,5,6,5,86,0,0,0,3,86,0,0,0,0,63,16,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,4,7,8,6,63,0,0,0,16,38,0,0,0,0,86,63,3,16,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,6,5,6,7,63,0,0,0,16,63,0,0,3,0,86,3,16,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,8,86,0,0,0,3,63,0,0,16,0,63,3,0,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,12,13,13,63,0,0,0,38,0,0,0,86,0,38,0,0,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,12,14,12,12,38,0,0,0,86,0,0,98,86,0,63,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,7,8,8,7,86,0,0,0,3,3,0,98,16,0,86,0,0,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,10,9,10,86,0,0,0,16,16,0,98,63,0,63,38,16,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,8,8,8,63,0,0,0,16,38,0,98,63,0,63,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,10,8,10,38,0,0,0,38,16,0,98,38,0,98,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,9,11,9,63,0,0,0,16,16,0,98,16,0,86,16,63,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,7,7,7,8,86,0,0,0,16,86,0,98,16,0,38,0,3,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,11,9,9,10,63,0,0,0,16,63,0,98,1,0,86,3,63,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,9,7,8,16,0,0,0,86,63,0,0,3,0,86,16,63,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,10,8,11,9,63,0,0,0,16,38,0,98,16,0,86,16,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,11,10,10,12,38,0,0,0,63,38,0,98,3,0,86,3,16,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,13,10,9,11,63,0,0,0,16,3,0,98,16,0,86,0,63,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,11,8,10,11,86,0,0,0,16,63,0,98,16,0,63,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,9,8,10,63,0,0,0,38,63,0,98,16,0,86,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,7,8,10,63,0,0,0,38,16,0,63,63,0,63,38,3,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,9,8,10,16,0,0,0,86,3,0,98,16,0,86,3,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,7,8,8,8,86,0,0,0,16,16,38,98,16,0,86,16,16,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,6,7,9,6,86,0,0,0,3,63,0,38,38,0,63,16,0,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,8,6,7,86,0,0,0,3,86,0,98,3,0,63,16,63,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,12,13,11,14,63,0,0,0,38,3,0,98,16,0,86,63,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,9,8,9,9,86,0,0,0,16,63,0,63,16,0,63,0,3,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,8,8,9,86,0,0,0,16,63,0,63,16,0,86,16,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,8,10,10,7,86,0,0,0,16,63,0,98,3,0,63,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,7,6,7,7,63,0,0,0,38,38,0,38,16,0,86,0,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,5,6,9,8,86,0,0,0,16,63,0,38,3,0,0,38,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,5,8,5,6,63,0,0,0,16,63,0,0,0,0,86,38,38,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,7,7,8,9,63,0,0,0,38,38,0,86,16,0,86,63,16,0,0,0,0,0,0,,
2011,PAW_E,PAW_E_2011,PAW_E_2011,10,8,6,7,63,0,0,0,16,86,0,0,16,0,63,16,16,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,6,6,7,6,16,0,0,0,1,63,0,3,3,0,63,3,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,4,5,7,8,63,0,0,0,3,86,0,0,1,0,63,3,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,7,38,0,0,0,38,16,0,98,1,0,86,3,16,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,7,8,9,7,63,0,0,0,38,63,0,0,0,0,86,0,16,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,9,8,8,86,0,0,0,16,86,0,98,1,0,63,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,7,9,86,0,0,0,3,16,0,98,3,0,63,16,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,7,7,7,86,0,0,0,16,16,38,0,0,0,86,0,63,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,14,14,14,13,98,0,0,0,1,86,0,0,0,0,38,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,10,9,9,9,86,0,0,0,1,63,0,0,0,0,63,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,8,8,9,8,63,0,0,0,1,86,0,98,3,0,63,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,11,11,12,12,86,0,0,0,16,38,0,63,63,0,63,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,10,8,10,8,86,0,0,0,3,16,0,98,1,0,98,0,63,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,9,9,8,9,98,0,0,0,3,16,0,98,38,0,86,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,7,8,6,7,86,0,0,0,16,63,0,98,38,0,16,0,0,0,0,0,0,0,0,,
2011,PAW_S,PAW_S_2011,PAW_S_2011,11,10,9,9,63,0,0,0,1,16,0,98,3,0,86,0,63,0,0,0,0,0,0,,
2011,PAW_W,PAW_W_2011,PAW_W_2011,8,7,7,8,63,0,0,0,16,38,0,0,1,0,86,0,0,0,0,0,0,0,0,,
2011,PAW_W,PAW_W_2011,PAW_W_2011,5,8,5,6,86,0,0,0,3,38,0,16,3,0,63,0,3,3,0,0,0,0,0,,
2011,PAW_W,PAW_W_2011,PAW_W_2011,6,7,9,7,86,0,0,0,3,63,0,63,38,0,63,0,16,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,1,3,3,3,3,0,0,0,38,0,38,0,3,0,38,0,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,3,2,3,4,0,0,0,0,3,38,38,0,3,0,16,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,3,0,0,0,16,16,3,16,3,0,63,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,4,5,4,3,0,0,0,0,3,3,38,3,16,0,16,3,38,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,1,1,2,1,0,0,0,0,3,3,16,3,0,0,16,63,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,4,3,1,0,0,0,16,16,3,3,3,0,38,3,16,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,3,1,0,0,0,3,16,16,16,3,0,86,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,2,0,0,0,0,38,16,3,38,1,0,86,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,0,0,0,0,3,3,63,3,3,0,38,3,3,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,1,1,3,0,0,0,38,16,3,3,3,0,16,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,0,0,0,0,3,0,86,16,3,0,38,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,0,0,0,0,16,0,38,0,3,0,63,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,1,1,2,2,0,0,0,0,38,0,16,0,3,0,63,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,3,0,0,0,16,0,3,3,3,0,86,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,3,3,3,3,0,0,0,0,3,38,16,16,16,0,63,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,1,1,1,1,16,0,0,0,0,16,38,3,3,0,38,38,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,1,2,3,3,0,0,0,0,3,3,38,3,0,0,38,38,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,3,2,3,3,0,0,0,0,3,16,3,3,3,0,98,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,4,2,4,5,3,0,0,0,16,0,16,3,3,0,63,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,1,1,1,16,0,0,0,16,3,38,3,3,0,16,38,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,3,2,0,0,0,0,3,0,38,16,1,0,38,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,16,0,0,0,3,3,86,3,3,0,16,16,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,2,3,0,0,0,3,3,16,3,3,0,86,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,2,2,2,3,0,0,0,0,16,3,38,3,3,0,63,3,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,5,4,3,3,38,0,0,0,1,38,16,3,3,0,16,0,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,7,4,3,4,63,0,0,0,0,3,16,3,16,0,16,0,38,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,5,4,3,3,63,0,0,0,0,86,16,3,3,0,16,1,0,0,0,0,0,0,0,,
2011,PYS_S,PYS_S_2011,PYS_S_2011,3,3,3,3,63,0,0,0,0,38,3,0,16,0,3,38,16,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,2,3,2,2,86,0,0,0,0,3,16,16,3,0,16,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,5,6,7,5,38,0,0,0,0,16,38,3,3,0,63,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,3,3,3,3,38,0,0,0,0,38,16,16,3,0,86,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,3,4,3,2,63,0,0,0,0,3,63,3,3,0,16,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,2,1,2,3,63,0,0,0,0,16,38,3,0,0,16,38,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,3,3,3,3,63,0,0,0,0,3,63,3,3,0,1,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,2,3,2,3,63,0,0,0,0,38,16,16,16,0,38,16,0,0,0,0,0,0,0,,
2011,PYS_W,PYS_W_2011,PYS_W_2011,2,3,2,3,63,0,0,0,0,16,16,3,3,0,38,16,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,3,5,3,2,63,0,0,0,0,38,3,3,0,0,1,63,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,4,4,4,4,38,0,0,0,0,16,16,3,3,0,3,86,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,3,3,3,2,63,0,0,0,0,16,38,3,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,4,4,3,3,63,0,0,0,0,16,38,3,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,3,3,3,3,63,0,0,0,0,16,38,3,16,0,16,3,3,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,5,8,5,7,86,0,0,0,0,86,3,0,3,0,16,0,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,2,3,2,2,63,0,0,0,0,16,16,0,16,0,3,3,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,3,11,6,4,63,0,0,0,0,38,38,0,3,0,16,0,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,7,7,6,5,86,0,0,0,0,86,3,0,0,0,3,16,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,5,4,5,4,63,0,0,0,0,86,3,3,3,0,3,0,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,6,5,3,5,63,0,0,0,0,16,63,16,16,0,16,0,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,8,5,3,3,63,0,0,0,0,16,38,0,16,0,16,0,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,5,5,5,4,86,0,0,0,0,38,16,3,3,0,38,1,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,6,6,5,5,63,0,0,0,0,86,3,0,0,0,16,38,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,4,5,3,3,63,0,0,0,0,63,16,3,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,5,5,4,5,86,0,0,0,0,38,38,0,0,0,3,3,0,0,0,0,0,0,0,,
2011,PYW_S,PYW_S_2011,PYW_S_2011,3,3,4,3,63,0,0,0,0,3,16,0,3,0,3,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,2,0,0,0,0,16,38,38,0,3,0,38,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,6,3,0,0,0,38,38,38,16,3,0,16,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,4,4,3,3,0,0,0,0,3,16,63,0,3,0,63,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,5,8,5,3,0,0,0,0,3,3,63,3,16,0,63,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,6,3,5,0,0,0,0,0,0,86,16,16,0,38,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,4,6,4,6,0,0,0,0,0,3,63,3,16,0,38,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,0,0,0,0,3,3,3,16,0,0,3,63,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,1,1,6,1,0,0,0,0,16,3,16,3,0,0,16,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,3,0,0,0,3,38,38,3,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,1,1,0,0,0,16,63,3,16,0,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,1,1,1,1,0,0,0,0,38,16,16,0,0,0,38,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,0,0,0,0,3,16,38,3,16,0,38,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,3,3,3,0,0,0,0,0,16,63,3,3,0,3,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,3,0,0,0,16,38,63,0,3,0,38,3,16,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,6,5,8,7,0,0,0,0,0,3,16,86,3,0,3,0,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,1,1,0,0,0,16,16,38,16,16,0,16,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,0,0,0,0,3,16,38,16,38,0,38,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,0,0,0,0,3,16,38,3,3,0,3,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,1,2,1,3,0,0,0,16,38,3,3,0,0,38,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,4,2,3,3,0,0,0,0,3,86,3,16,16,0,38,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,2,2,3,0,0,0,1,16,63,0,16,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,8,3,2,4,3,0,0,0,0,0,86,0,3,0,38,0,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,5,4,3,4,3,0,0,0,3,16,63,0,3,0,63,3,16,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,3,0,0,0,16,63,16,3,3,0,16,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,3,2,2,3,0,0,0,16,38,38,0,16,0,38,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,1,1,1,3,0,0,0,63,16,3,16,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,2,2,3,3,0,0,0,16,63,38,3,16,0,16,3,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,3,3,2,2,0,0,0,0,16,16,63,0,16,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,1,2,3,0,0,0,16,16,16,3,3,0,38,38,0,0,0,0,0,0,0,,
2011,PYN_W,PYN_W_2011,PYN_W_2011,2,2,3,2,0,0,0,0,16,63,16,3,16,0,16,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,4,3,5,2,38,0,0,0,0,0,16,0,86,0,0,0,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,6,6,5,63,0,0,0,0,0,63,3,16,0,16,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,86,0,0,0,0,0,86,0,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,4,3,3,86,0,0,0,0,0,86,0,3,0,0,38,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,4,4,5,86,0,0,0,0,3,86,3,3,0,38,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,3,4,3,63,0,0,0,0,86,3,16,3,0,3,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,2,2,3,0,0,0,0,0,63,16,0,3,0,38,3,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,6,6,5,86,0,0,0,0,3,38,16,86,0,38,0,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,5,2,5,4,98,0,0,0,0,0,86,0,16,0,38,0,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,4,6,4,3,86,0,0,0,0,63,38,0,0,0,63,3,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,5,86,0,0,0,0,16,63,38,16,0,38,16,0,0,0,0,0,0,0,,
2011,PYN_N,PYN_N_2011,PYN_N_2011,3,3,3,3,63,0,0,0,0,63,16,16,3,0,16,3,0,0,0,0,0,0,0,,
